Principal City,Detection Value,Water System ID,Water System Name,Lab Sample No.,Collection Date,Sample Type,Analyte Code,Analyte Name,Sampling Point ID,Monitoring Period Begin Date,Monitoring Period End Date,WSF ID,Sampling Point Type
 ,<0.5 NG/L     ,VA3093210,DEER RUN,JF02142-01,6/9/2026,RT,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3181650,POOLES MOBILE HOME PARK,JF01700-01,6/8/2026,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP002       ,,,SS002,EP
 ,<0.4 NG/L     ,VA3181650,POOLES MOBILE HOME PARK,JF01700-01,6/8/2026,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP002       ,,,SS002,EP
 ,<0.4 NG/L     ,VA3181650,POOLES MOBILE HOME PARK,JF01700-01,6/8/2026,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP002       ,,,SS002,EP
 ,<0.4 NG/L     ,VA4115452,"STAR FIELDS, LLC",JE04739-01,5/21/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4115452,"STAR FIELDS, LLC",JE04739-01,5/21/2026,RT,2823,PERFLUORO PFMPA,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA4115452,"STAR FIELDS, LLC",JE04739-01,5/21/2026,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP001       ,,,EP001,EP
 ,32 NG/L     ,VA3053370,DINWIDDIE MIDDLE SCHOOL,JE04769-01,5/21/2026,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3053370,DINWIDDIE MIDDLE SCHOOL,JE04769-01,5/21/2026,RT,2823,PERFLUORO PFMPA,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3053370,DINWIDDIE MIDDLE SCHOOL,JE04769-01,5/21/2026,RT,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP001       ,,,EP001,EP
 ,2.5 NG/L     ,VA3053370,DINWIDDIE MIDDLE SCHOOL,JE04769-01,5/21/2026,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3053370,DINWIDDIE MIDDLE SCHOOL,JE04769-02,5/21/2026,FB,2822,PERFLUORODECANE SULFONIC ACID 8:2 FTS ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3053370,DINWIDDIE MIDDLE SCHOOL,JE04769-02,5/21/2026,FB,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,1.2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRING-EP002,10/22/2024,RT,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRING-EP002,10/22/2024,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP002       ,,,EP002,EP
 ,14.4 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRING-EP003,10/22/2024,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRING-EP003,10/22/2024,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP003       ,,,EP003,EP
 ,3.8 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRING-EP004,10/22/2024,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP004       ,,,EP004,EP
 ,2.2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRING-EP004,10/22/2024,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP004       ,,,EP004,EP
 ,<0.5 NG/L     ,VA3093410,LINEAGE RCS - SMITHFIELD,JF02141-01,6/9/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3093328,"ACCELERATED PROPERTIES, INC.",JF02144-01,6/9/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3093328,"ACCELERATED PROPERTIES, INC.",JF02144-01,6/9/2026,RT,2822,PERFLUORODECANE SULFONIC ACID 8:2 FTS ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3093328,"ACCELERATED PROPERTIES, INC.",JF02144-01,6/9/2026,RT,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3093540,VILLAGES OF SMITHFIELD,JF02149-01,6/9/2026,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3093540,VILLAGES OF SMITHFIELD,JF02149-01,6/9/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3093540,VILLAGES OF SMITHFIELD,JF02149-01,6/9/2026,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25025964-PFAS,2/11/2025,RT,2826,PERFLUORO PFEESA ,EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25025964-PFAS,2/11/2025,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP001       ,,,EP001,EP
NORFOLK CITY,2.5 NG/L     ,VA3710100,"NORFOLK, CITY OF",25025964-PFAS,2/11/2025,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25025965-PFAS,2/11/2025,RT,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP002       ,,,EP002,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25058547-PFAS,5/19/2025,RT,2825,PERFLUORO PFMBA ,EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25058547-PFAS,5/19/2025,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP001       ,,,EP001,EP
NORFOLK CITY,2.5 NG/L     ,VA3710100,"NORFOLK, CITY OF",25058547-PFAS,5/19/2025,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25058547-PFAS,5/19/2025,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP001       ,,,EP001,EP
VIRGINIA BEACH CITY,<1 NG/L     ,VA3810430,N A S OCEANA,122269P,10/21/2024,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP1         ,,,EP1,EP
 ,<1.3 NG/L     ,VA3093640,"SMITHFIELD, TOWN OF",120179P,8/19/2024,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP002       ,,,EP001,EP
 ,<1.3 NG/L     ,VA3093640,"SMITHFIELD, TOWN OF",120180P,8/19/2024,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP005       ,,,EP005,EP
 ,<1 NG/L     ,VA3093640,"SMITHFIELD, TOWN OF",120180P,8/19/2024,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP005       ,,,EP005,EP
 ,<1 NG/L     ,VA3093640,"SMITHFIELD, TOWN OF",120180P,8/19/2024,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP005       ,,,EP005,EP
 ,<1.3 NG/L     ,VA3093640,"SMITHFIELD, TOWN OF",120182P,8/19/2024,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP008       ,,,EP008,EP
 ,<1.3 NG/L     ,VA3001100,CAPTAINS COVE,122265P,10/28/2024,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP003       ,,,EP003,EP
 ,<1 NG/L     ,VA3001100,CAPTAINS COVE,122265P,10/28/2024,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP003       ,,,EP003,EP
 ,<1.3 NG/L     ,VA3001100,CAPTAINS COVE,122266P,10/28/2024,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP004       ,,,EP004,EP
 ,<1 NG/L     ,VA3053280,DCWA CENTRAL,122267P,10/23/2024,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,1.4 NG/L     ,VA3053280,DCWA CENTRAL,122267P,10/23/2024,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP001       ,,,EP001,EP
 ,1.6 NG/L     ,VA3053280,DCWA CENTRAL,122267P,10/23/2024,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
 ,<1.3 NG/L     ,VA3053280,DCWA CENTRAL,122267P,10/23/2024,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25081027-PFAS,8/12/2025,RT,2822,PERFLUORODECANE SULFONIC ACID 8:2 FTS ,EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25081027-PFAS,8/12/2025,RT,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25081027-PFAS,8/12/2025,RT,2811,PERFLUOROTRIDECANOIC ACID (PFTRDA),EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25081027-PFAS,8/12/2025,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25081028-PFAS,8/12/2025,RT,2823,PERFLUORO PFMPA,EP002       ,,,EP002,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25081028-PFAS,8/12/2025,RT,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP002       ,,,EP002,EP
 ,<1.3 NG/L     ,VA3053280,DCWA CENTRAL,118825P,7/23/2024,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP001       ,,,EP001,EP
 ,<1.3 NG/L     ,VA3053280,DCWA CENTRAL,118826P,7/23/2024,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP002       ,,,EP002,EP
 ,<1.3 NG/L     ,VA3053280,DCWA CENTRAL,118826P,7/23/2024,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP002       ,,,EP002,EP
 ,1.4 NG/L     ,VA3053280,DCWA CENTRAL,118826P,7/23/2024,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP002       ,,,EP002,EP
 ,<1.3 NG/L     ,VA3001100,CAPTAINS COVE,124179R,12/17/2024,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP003       ,,,EP003,EP
PORTSMOUTH CITY,<1.9 NG/L     ,VA3740600,"PORTSMOUTH, CITY OF",810-144008-C-1-A,4/8/2025,RT,2810,PERFLUOROTETRADECANOIC ACID (PFTA),EP001       ,,,EP001,EP
PORTSMOUTH CITY,<1.9 NG/L     ,VA3740600,"PORTSMOUTH, CITY OF",810-144008-C-1-A,4/8/2025,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3095810,STAR EXPRESS,JE03288-01,5/14/2026,RT,2823,PERFLUORO PFMPA,EP002       ,,,EP002,EP
 ,<0.7 NG/L     ,VA3095810,STAR EXPRESS,JE03288-01,5/14/2026,RT,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP002       ,,,EP002,EP
 ,<0.7 NG/L     ,VA3095810,STAR EXPRESS,JE03288-01,5/14/2026,RT,2808,PERFLUORODODECANOIC ACID (PFDOA),EP002       ,,,EP002,EP
 ,<0.5 NG/L     ,VA3095810,STAR EXPRESS,JE03288-01,5/14/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP002       ,,,EP002,EP
 ,<0.4 NG/L     ,VA3095810,STAR EXPRESS,JE03288-01,5/14/2026,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP002       ,,,EP002,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25113394-PFAS,11/12/2025,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25113394-PFAS,11/12/2025,RT,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25113397-PFAS,11/12/2025,FB,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 2,7/22/2024,RT,2829,PERFLUOROHEPTANESULFONIC ACID (PFHPS) ,EP002       ,,,EP002,EP
 ,3.37 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 2,7/22/2024,RT,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 2,7/22/2024,RT,2808,PERFLUORODODECANOIC ACID (PFDOA),EP002       ,,,EP002,EP
 ,2.4 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 2,7/22/2024,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP002       ,,,EP002,EP
 ,2.55 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 2,7/22/2024,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 3,7/22/2024,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP003       ,,,EP003,EP
 ,2.14 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 3,7/22/2024,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 2 FB,7/22/2024,FB,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 3 FB,7/22/2024,FB,2829,PERFLUOROHEPTANESULFONIC ACID (PFHPS) ,EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 3 FB,7/22/2024,FB,2826,PERFLUORO PFEESA ,EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 3 FB,7/22/2024,FB,2822,PERFLUORODECANE SULFONIC ACID 8:2 FTS ,EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 3 FB,7/22/2024,FB,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 3 FB,7/22/2024,FB,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP003       ,,,EP003,EP
 ,<0.4 NG/L     ,VA3053315,DINWIDDIE ELEMENTARY SCHOOL,JE04771-01,5/21/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3053315,DINWIDDIE ELEMENTARY SCHOOL,JE04771-01,5/21/2026,RT,2822,PERFLUORODECANE SULFONIC ACID 8:2 FTS ,EP001       ,,,EP001,EP
 ,2.6 NG/L     ,VA3053315,DINWIDDIE ELEMENTARY SCHOOL,JE04771-01,5/21/2026,RT,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3095590,HEATHS MOBILE HOMES,JE03277-01,5/14/2026,RT,2825,PERFLUORO PFMBA ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3095590,HEATHS MOBILE HOMES,JE03277-01,5/14/2026,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP001       ,,,EP001,EP
 ,<0.6 NG/L     ,VA3095590,HEATHS MOBILE HOMES,JE03277-01,5/14/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3095590,HEATHS MOBILE HOMES,JE03277-01,5/14/2026,RT,2829,PERFLUOROHEPTANESULFONIC ACID (PFHPS) ,EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3053315,DINWIDDIE ELEMENTARY SCHOOL,JE04771-02,5/21/2026,FB,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3053315,DINWIDDIE ELEMENTARY SCHOOL,JE04771-02,5/21/2026,FB,2808,PERFLUORODODECANOIC ACID (PFDOA),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3053315,DINWIDDIE ELEMENTARY SCHOOL,JE04771-02,5/21/2026,FB,2807,PERFLUORODECANOIC ACID (PFDA),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-1,2/16/2026,RT,2829,PERFLUOROHEPTANESULFONIC ACID (PFHPS) ,EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-2,2/16/2026,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-2,2/16/2026,RT,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-2,2/16/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-3,2/16/2026,RT,2823,PERFLUORO PFMPA,EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-3,2/16/2026,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-4,2/16/2026,RT,2823,PERFLUORO PFMPA,EP004       ,,,EP004,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-4,2/16/2026,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP004       ,,,EP004,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-4,2/16/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP004       ,,,EP004,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-4,2/16/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP004       ,,,EP004,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-1 FB,2/16/2026,FB,2823,PERFLUORO PFMPA,EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-1 FB,2/16/2026,FB,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-2 FB,2/16/2026,FB,2826,PERFLUORO PFEESA ,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-2 FB,2/16/2026,FB,2808,PERFLUORODODECANOIC ACID (PFDOA),EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-2 FB,2/16/2026,FB,2807,PERFLUORODECANOIC ACID (PFDA),EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-2 FB,2/16/2026,FB,2806,PERFLUOROCTANOIC ACID (PFOA),EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-3 FB,2/16/2026,FB,2829,PERFLUOROHEPTANESULFONIC ACID (PFHPS) ,EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-4 FB,2/16/2026,FB,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP004       ,,,EP004,EP
 ,<1.9486 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-7-A,4/8/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP039       ,,,EP039,EP
 ,<1.912 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-8-A,4/8/2026,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP041       ,,,EP041,EP
 ,<1.9395 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-9-A,4/8/2026,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP045       ,,,TP045,EP
 ,<1.9395 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-9-A,4/8/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP045       ,,,TP045,EP
 ,<0.4 NG/L     ,VA3053210,AZZIE MANOR HOME FOR ADULTS,JE04761-01,5/21/2026,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3053210,AZZIE MANOR HOME FOR ADULTS,JE04761-01,5/21/2026,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP001       ,,,EP001,EP
 ,0.6 NG/L     ,VA3053375,DINWIDDIE SENIOR HIGH SCHOOL,JE04765-01,5/21/2026,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP001       ,,,EP001,EP
 ,1.7 NG/L     ,VA3053375,DINWIDDIE SENIOR HIGH SCHOOL,JE04765-01,5/21/2026,RT,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3053375,DINWIDDIE SENIOR HIGH SCHOOL,JE04765-01,5/21/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP001       ,,,EP001,EP
 ,<1.9172 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-1-A,4/8/2026,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,<1.9327 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-3-A,4/8/2026,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP022       ,,,EP022,EP
 ,<1.9327 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-3-A,4/8/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP022       ,,,EP022,EP
 ,<1.9327 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-3-A,4/8/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP022       ,,,EP022,EP
 ,<1.8939 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-4-A,4/8/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP025       ,,,EP025,EP
 ,<1.8939 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-4-A,4/8/2026,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP025       ,,,EP025,EP
 ,<1.9077 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-5-A,4/8/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP033       ,,,EP033,EP
 ,<1.9077 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-5-A,4/8/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP033       ,,,EP033,EP
 ,<2 NG/L     ,VA3183950,"WAVERLY, TOWN OF",78073201-PFAS,1/14/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRINGS 2,4/24/2026,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP002       ,,,EP002,EP
 ,5.22 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRINGS 2,4/24/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRINGS 3,4/24/2026,RT,2829,PERFLUOROHEPTANESULFONIC ACID (PFHPS) ,EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRINGS 3,4/24/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP003       ,,,EP003,EP
 ,3.33 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRINGS 3,4/24/2026,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRINGS 3,4/24/2026,RT,2822,PERFLUORODECANE SULFONIC ACID 8:2 FTS ,EP003       ,,,EP003,EP
 ,2.66 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRINGS 4,4/24/2026,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP004       ,,,EP004,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRINGS 4,4/24/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP004       ,,,EP004,EP
 ,<0.4 NG/L     ,VA3053305,DINWIDDIE COUNTY COURTHOUSE (NEW),JE04767-02,5/21/2026,FB,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3053305,DINWIDDIE COUNTY COURTHOUSE (NEW),JE04767-02,5/21/2026,FB,2823,PERFLUORO PFMPA,EP001       ,,,EP001,EP
 ,<0.7 NG/L     ,VA3053305,DINWIDDIE COUNTY COURTHOUSE (NEW),JE04767-02,5/21/2026,FB,2806,PERFLUOROCTANOIC ACID (PFOA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3053305,DINWIDDIE COUNTY COURTHOUSE (NEW),JE04767-02,5/21/2026,FB,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA4115651,MILFORD HAVEN COAST GUARD STA,JE04741-01,5/21/2026,RT,2826,PERFLUORO PFEESA ,EP001       ,,,EP001,EP
